BIOME_NAME,BIOME_NUM,sum
,1.0,5.1176823009291254E7
,2.0,1.931468710618116E7
,3.0,5714646.897349505
,4.0,4.6242714097609915E7
,5.0,3.702527030706355E7
,7.0,4.8478411967495525E8
,8.0,3.2567738524825567E8
,10.0,1.4245150221801034E8
,12.0,5.128599973993351E7
,13.0,6.31972652030859E8
