BIOME_NAME,BIOME_NUM,GID_0,sum
,6.0,CAN,1041056.0612847604
,6.0,SPM,0.0
,6.0,USA,0.0
,6.0,CHN,0.0
,6.0,MNG,1232471.6635934855
,6.0,NOR,727.6913062499998
,6.0,RUS,999535.1114488497
,6.0,ISL,0.0
,6.0,FIN,0.0
,6.0,SWE,122.621040625
