BIOME_NAME,BIOME_NUM,GID_0,NAME_0,sum
,6.0,CAN,,8243628.275867365
,6.0,SPM,,0.0
,6.0,USA,,95.40902432019043
,6.0,CHN,,0.0
,6.0,MNG,,24668.200651018677
,6.0,NOR,,4083.640143833481
,6.0,RUS,,705785.505593134
,6.0,ISL,,0.0
,6.0,FIN,,5724.780926173614
,6.0,SWE,,1984.5519502727273
