ADM0_CODE,ADM0_NAME,areaHa,mean
141,Lebanon,1013869.9125916223,6.926836360274165
201,Qatar,1157245.4403817973,
215,Saudi Arabia,1.9297880167054433E8,3.112418890590027
249,Turkey,7.805741067588623E7,20.905635812434532
269,Yemen,4.5514795111517735E7,5.6984824130494465
118,Iraq,4.360974973227138E7,12.014377954283166
130,Jordan,8914202.624316065,12.277968822093932
238,Syrian Arab Republic,1.881517189079607E7,12.180853755782202
121,Israel,2073762.6622446156,7.729445518767614
92,Georgia,6967603.739950553,15.549665180228295
64,Cyprus,924986.2943167958,7.767341391351051
21,Bahrain,67458.85558466554,
19,Azerbaijan,1.645849122228552E7,6.75239006025221
13,Armenia,2959021.424718407,26.76919110532946
255,United Arab Emirates,7135417.26824485,2.0598912143951758
165,"Moldova, Republic of",3370582.4933658815,27.161023846653286
113,Hungary,9286469.532451896,29.667509743306297
198,Poland,3.1075583808148023E7,29.34386956464888
203,Romania,2.3754290268263202E7,28.255697607218586
254,Ukraine,5.98637506463604E7,24.41786003425164
26,Belarus,2.0671246075877342E7,28.85586037630045
65,Czech Republic,7858298.442462465,28.218167159531575
223,Slovakia,4892048.187986373,28.69332534272625
41,Bulgaria,1.1111097030884387E7,29.295151341900482
186,Norway,3.222264772045802E7,14.97298897521487
236,Sweden,4.4650961338309094E7,22.017296936638946
147,Lithuania,6464487.732557937,27.072175025251642
140,Latvia,6424542.31526962,24.3781403822297
119,Ireland,6952286.359153488,19.64342903318924
114,Iceland,1.018971440689602E7,
256,U.K. of Great Britain and Northern Ireland,2.432597656165418E7,23.474673961211412
84,Finland,3.347448126984447E7,19.502431398542686
78,Estonia,4520054.192295528,23.15139417411623
69,Denmark,4424826.53089501,24.411450949118443
241,The former Yugoslav Republic of Macedonia,2538752.090909701,28.22418129915994
62,Croatia,5646322.103857141,27.152130316129654
156,Malta,31598.455212656885,8.345995214407154
213,San Marino,5992.417153511561,3.917201994378711
224,Slovenia,2026997.8612887675,23.564704876570747
97,Greece,1.3243848806919191E7,8.267981566793889
122,Italy,3.01143661624468E7,14.247632361942523
199,Portugal,8866299.447236713,7.260226430985651
229,Spain,5.051956003399184E7,8.963808159980381
34,Bosnia and Herzegovina,5104159.888501327,24.786972563888806
7,Andorra,47384.02034349461,27.400189935061608
3,Albania,2864389.5273047118,5.162951664265236
166,Monaco,841.7048567871996,0.36538461538461536
177,Netherlands,3506561.8419825165,21.57798579761666
148,Luxembourg,261195.73861256076,25.701708246213023
146,Liechtenstein,15053.518952041719,16.727736326148058
85,France,5.4737537594584405E7,27.807552785650202
93,Germany,3.559335863484174E7,26.57859481629185
237,Switzerland,4114819.353208353,25.022164463424307
27,Belgium,3056071.2235949473,27.2782828026506
18,Austria,8372697.550304478,27.369623671135848
17,Australia,5.686095716671312E8,7.54875793891453
189,Palau,45277.92522242282,
46,Canada,1.630433374060442E8,25.599892292966036
46,Canada,4.249407754431912E7,19.985481287946232
46,Canada,1.4716402101466425E7,
170,Mozambique,7.898756636911367E7,15.434344147378624
160,Mauritius,201955.79145943763,
152,Malawi,1.1916380386958119E7,20.657176077592954
205,Rwanda,2550204.0052894196,12.696348051383701
226,Somalia,6.352751508620481E7,20.592430496638055
270,Zambia,7.538785862518169E7,19.204795913608613
133,Kenya,5.849443995062296E7,14.95568934448316
150,Madagascar,5.905909344025929E7,17.947482516540237
220,Seychelles,50142.65760129992,
257,United Republic of Tanzania,9.436309226930924E7,20.393136597562123
253,Uganda,2.425760014587627E7,11.375350857979866
271,Zimbabwe,3.918433080254385E7,22.633060653755933
79,Ethiopia,1.1340119992169148E8,17.333123651615253
77,Eritrea,1.2119131236956222E7,24.683666685929452
70,Djibouti,2175507.977525058,
58,Comoros,165811.68997225963,
43,Burundi,2697645.5489813583,11.267761858762823
89,Gabon,2.652053972758315E7,14.320075755481357
76,Equatorial Guinea,2712085.9893643064,11.0
50,Chad,1.2692869159458677E8,21.676063959984965
214,Sao Tome and Principe,99533.55898951883,
59,Congo,3.421199790094176E7,17.385746249547815
68,Democratic Republic of the Congo,2.3393591338756606E8,12.762518345681608
45,Cameroon,4.6738027827388026E7,20.955522597695726
49,Central African Republic,6.222572984992438E7,16.39741049049464
8,Angola,1.2514690730610271E8,20.28526856548422
169,Morocco,4.143432088480359E7,8.44220928842319
145,Libya,1.623903206137921E8,8.470768570062026
248,Tunisia,1.5521222069168247E7,9.698885986363656
40765,Egypt,9.839306984686735E7,1.9837383206279413
4,Algeria,2.3121837456547642E8,7.837653214276437
172,Namibia,8.261046116967545E7,22.76324080931544
235,Swaziland,1732068.1882519855,14.313864704286905
142,Lesotho,3049043.4471933437,24.63028363923757
227,South Africa,1.2217477226349914E8,19.156090905360617
35,Botswana,5.797391417216544E7,22.64087323900622
243,Togo,5700432.304457625,21.10130431824251
221,Sierra Leone,7258426.952112571,10.84142978538939
217,Senegal,1.9691836237252682E7,23.866847027588314
182,Nigeria,9.127021237203276E7,23.016068877413854
181,Niger,1.1864024837407553E8,24.120842469105558
159,Mauritania,1.041491966937342E8,24.072672264593592
155,Mali,1.2554983097123848E8,23.449156526069316
144,Liberia,9651742.728688128,12.021813021054736
105,Guinea-Bissau,3086013.4038674114,17.9527921175664
90,Gambia,1124454.558361495,23.500572941637156
106,Guinea,2.440056207173036E7,18.68074908546478
94,Ghana,2.398499310406244E7,21.023651598781456
47,Cape Verde,407042.87507616845,
66,C�te d'Ivoire,3.2312821810647786E7,18.294363632927936
42,Burkina Faso,2.7434002919138055E7,23.59858775847734
29,Benin,1.1572006000516739E7,21.49592961406857
234,Svalbard and Jan Mayen Islands,6293135.407609756,
151,Madeira Islands,80319.26766282883,
74578,Azores Islands,232125.97862902711,
104,Guernsey,7921.8046279555365,20.00573086668416
128,Jersey,11962.699834280156,22.20260278100944
38,British Indian Ocean Territory,4970.615338116075,
120,Isle of Man,57023.75379972808,16.934594951861474
110,Holy See,49.69308550446188,
98,Greenland,2.1485908065622148E8,
268,Western Sahara,2.6919272593009945E7,
91,Gaza Strip,36274.58985575108,7.116489457011865
267,West Bank,7982.132873349244,8.493376761900493
267,West Bank,578653.9228616027,8.286905010199437
95,Gibraltar,571.0687831920185,6.527777777777778
207,Saint Helena,39947.7387564477,
149,Macau,1694.0373152599045,
