"","BIOME_NAME","BIOME_NUM","ISO3","COUNTRY","sum"
"102","Temperate Broadleaf & Mixed Forests",4,"IRN","Iran",1646386.32298047
"103","Temperate Conifer Forests",5,"IRN","Iran",216502.864928014
"104","Temperate Grasslands, Savannas & Shrublands",8,"IRN","Iran",506150.693341036
"105","Deserts & Xeric Shrublands",13,"IRN","Iran",774864.141450582
"106","Montane Grasslands & Shrublands",10,"IRN","Iran",45105.1723274213
"107","Tropical & Subtropical Moist Broadleaf Forests",1,"LKA","Sri Lanka",840.53541821798
"108","Tropical & Subtropical Dry Broadleaf Forests",2,"LKA","Sri Lanka",81201.7798256101
"109","Deserts & Xeric Shrublands",13,"LKA","Sri Lanka",46699.517815401
"110","Tropical & Subtropical Moist Broadleaf Forests",1,"NPL","Nepal",390309.14241938
"111","Tropical & Subtropical Coniferous Forests",3,"NPL","Nepal",93637.6324779555
"112","Temperate Broadleaf & Mixed Forests",4,"NPL","Nepal",99472.5571079708
"113","Temperate Conifer Forests",5,"NPL","Nepal",16341.7823169871
"114","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"NPL","Nepal",1181634.18492194
"115","Montane Grasslands & Shrublands",10,"NPL","Nepal",1079.39460895106
"116","Tropical & Subtropical Moist Broadleaf Forests",1,"PAK","Pakistan",0.651034857177734
"117","Temperate Conifer Forests",5,"PAK","Pakistan",676195.053679793
"118","Montane Grasslands & Shrublands",10,"PAK","Pakistan",47434.1677695207
"119","Deserts & Xeric Shrublands",13,"PAK","Pakistan",16167106.004486
"120","Tropical & Subtropical Coniferous Forests",3,"PAK","Pakistan",94376.8654755228
"121","Temperate Broadleaf & Mixed Forests",4,"PAK","Pakistan",22891.5437052985
"122","Tropical & Subtropical Moist Broadleaf Forests",1,"CXR","Christmas Island",0
"123","Tropical & Subtropical Moist Broadleaf Forests",1,"CCK","Cocos Islands",0
"124","Tropical & Subtropical Dry Broadleaf Forests",2,"TLS","East Timor",45657.5421761374
"125","Tropical & Subtropical Moist Broadleaf Forests",1,"BRN","Brunei",241.551038826664
"126","Tropical & Subtropical Moist Broadleaf Forests",1,"SGP","Singapore",123.840783136752
"127","Tropical & Subtropical Moist Broadleaf Forests",1,"S--","Spratly islands",0
"128","Tropical & Subtropical Moist Broadleaf Forests",1,"P--","Paracel Islands",0
"129","Tropical & Subtropical Moist Broadleaf Forests",1,"IDN","Indonesia",6976091.86659513
"130","Tropical & Subtropical Dry Broadleaf Forests",2,"IDN","Indonesia",601789.835460379
"131","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"IDN","Indonesia",25411.8767865357
"132","Montane Grasslands & Shrublands",10,"IDN","Indonesia",3.03258778686523
"133","Tropical & Subtropical Coniferous Forests",3,"IDN","Indonesia",619.670351914373
"134","Tropical & Subtropical Moist Broadleaf Forests",1,"KHM","Cambodia",1995746.84732939
"135","Tropical & Subtropical Dry Broadleaf Forests",2,"KHM","Cambodia",3141409.77888212
"136","Tropical & Subtropical Moist Broadleaf Forests",1,"LAO","Laos",485761.344374397
"137","Tropical & Subtropical Dry Broadleaf Forests",2,"LAO","Laos",722637.726275321
"138","Tropical & Subtropical Moist Broadleaf Forests",1,"MMR","Myanmar",8247530.33798873
"139","Tropical & Subtropical Coniferous Forests",3,"MMR","Myanmar",8.84991506153779
"140","Tropical & Subtropical Dry Broadleaf Forests",2,"MMR","Myanmar",1672416.82641031
"141","Temperate Broadleaf & Mixed Forests",4,"MMR","Myanmar",214.355239323037
"142","Temperate Conifer Forests",5,"MMR","Myanmar",106.36894797459
"143","Montane Grasslands & Shrublands",10,"MMR","Myanmar",0.237507550048828
"144","Tropical & Subtropical Moist Broadleaf Forests",1,"MYS","Malaysia",262811.244855415
"145","Montane Grasslands & Shrublands",10,"MYS","Malaysia",0
"146","Tropical & Subtropical Moist Broadleaf Forests",1,"MYS","Malaysia",0
"147","Montane Grasslands & Shrublands",10,"MYS","Malaysia",0
"148","Tropical & Subtropical Moist Broadleaf Forests",1,"PHL","Philippines",2396195.14060748
"149","Tropical & Subtropical Coniferous Forests",3,"PHL","Philippines",14172.4699900552
"150","Tropical & Subtropical Moist Broadleaf Forests",1,"THA","Thailand",4139399.11501919
"151","Tropical & Subtropical Dry Broadleaf Forests",2,"THA","Thailand",11441702.179726
"152","Tropical & Subtropical Moist Broadleaf Forests",1,"VNM","Vietnam",2674845.74626076
"153","Tropical & Subtropical Dry Broadleaf Forests",2,"VNM","Vietnam",1369990.31030688
"154","Tropical & Subtropical Moist Broadleaf Forests",1,"GNQ","Equatorial Guinea",0.804168023681641
"155","Tropical & Subtropical Moist Broadleaf Forests",1,"STP","Sao Tome and Principe",0
"156","Tropical & Subtropical Moist Broadleaf Forests",1,"AGO","Angola",0
"157","Tropical & Subtropical Dry Broadleaf Forests",2,"AGO","Angola",156.235733903976
"158","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"AGO","Angola",2401388.50389719
"159","Montane Grasslands & Shrublands",10,"AGO","Angola",154220.396589875
"160","Deserts & Xeric Shrublands",13,"AGO","Angola",39880.582010806
"161","Tropical & Subtropical Moist Broadleaf Forests",1,"COD","Democratic Republic of the Congo",617971.42810229
"162","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"COD","Democratic Republic of the Congo",1950268.55098118
"163","Montane Grasslands & Shrublands",10,"COD","Democratic Republic of the Congo",0
"164","Tropical & Subtropical Moist Broadleaf Forests",1,"CAF","Central African Republic",9248.55648605859
"165","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"CAF","Central African Republic",196508.848089793
"166","Tropical & Subtropical Moist Broadleaf Forests",1,"COG","Republic of Congo",963.516994632043
"167","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"COG","Republic of Congo",123775.332219206
"168","Tropical & Subtropical Moist Broadleaf Forests",1,"CMR","Cameroon",83036.846388414
"169","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"CMR","Cameroon",1834971.09624298
"170","Tropical & Subtropical Moist Broadleaf Forests",1,"GAB","Gabon",41.1769723022461
"171","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"GAB","Gabon",704.668327093506
"172","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"TCD","Chad",5172391.53166639
"173","Deserts & Xeric Shrublands",13,"TCD","Chad",0
"174","Tropical & Subtropical Moist Broadleaf Forests",1,"COM","Comoros",0
"175","Tropical & Subtropical Moist Broadleaf Forests",1,"MYT","Mayotte",0.697877612304688
"176","Tropical & Subtropical Moist Broadleaf Forests",1,"MUS","Mauritius",0
"177","Tropical & Subtropical Moist Broadleaf Forests",1,"REU","Reunion",0
"178","Deserts & Xeric Shrublands",13,"DJI","Djibouti",0
"179","Tropical & Subtropical Moist Broadleaf Forests",1,"BDI","Burundi",334312.240249756
"180","Tropical & Subtropical Grasslands, Savannas & Shrublands",7,"BDI","Burundi",72200.496883844
