BIOME_NUM,GID_0,NAME_0,sum
6.0,CAN,,409054.1326810495
6.0,SPM,,0.0
6.0,USA,,0.0
6.0,CHN,,0.0
6.0,MNG,,1103428.3125412923
6.0,NOR,,131.66019385375947
6.0,RUS,,510501.3300286544
6.0,ISL,,0.0
6.0,FIN,,0.0
6.0,SWE,,54.713023822021675
