BIOME_NUM,GID_0,NAME_0,sum
6.0,CAN,,866896.0227712824
6.0,SPM,,0.10482828376388162
6.0,USA,,14.373762455643993
6.0,CHN,,0.0
6.0,MNG,,1772.9040187428955
6.0,NOR,,398.23318373955146
6.0,RUS,,76684.75876501847
6.0,ISL,,0.0
6.0,FIN,,622.8956980907384
6.0,SWE,,29.6043835350997
