BIOME_NUM,mean
1.0,6.924068688498185
2.0,5.995043908550731
3.0,5.353368474547361
4.0,2.551638617840553
5.0,2.7175558530405066
7.0,3.9180819139092993
8.0,1.6396297612952584
10.0,1.6772239437289462
12.0,1.9510620935484575
13.0,0.6061508260665346
