"","ISO3","NAME","Crop_TotalC_sum_MgC","Graze_TotalC_sum_MgC","Crop_FluxDensity_mean_MgC/ha_CORRECT","Graze_FluxDensity_mean_MgC/ha_CORRECT","Crop_FluxDensity_mean_MgC/ha_WRONG","Graze_FluxDensity_mean_MgC/ha_WRONG","CropArea_sum_ha","GrazeArea_sum_ha","Crop_ForestCover_mean_percent_allDelta","Crop_ForestCover_mean_percent_positiveDelta","Graze_ForestCover_mean_percent_allDelta","Graze_ForestCover_mean_percent_positiveDelta","Crop_Delta_mean_percent","Graze_Delta_mean_percent","Crop_ExpertRecs_mean_percent","Graze_ExpertRecs_mean_percent"
"26","BIH","Bosnia and Herzegovina",3422241.62508777,242598.870754612,0.500559111779832,0.547303364688243,0.28891621983819,0.307421943722102,227894.604556583,14775.4052814202,9.37608711846964,9.33181130147313,3.31452876679448,2.26330961937018,25.1361109060957,23.5456098052358,33.1658274461634,33.8959554999561
"27","BLR","Belarus",103331379.629732,9651.38190341133,0.608398389949101,0.698321457674934,0.296231252929059,0.335677252693138,5661387.96205434,460.694321473173,6.68193577192759,6.68179572445182,1.66839797021285,0.900532859680284,28.8565257679846,33.3316020297872,35.53846154,35
"28","BLZ","Belize",201458.250469565,0,0.321324477907909,NA,0.167283990066073,NA,20898.7346976309,NA,17.4882405053448,15.4271698269975,NA,NA,5.68264976735716,NA,21.6063726911993,30.627670132962
"29","BMU","Bermuda",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,28.3
"30","BOL","Bolivia",67147131.5061032,395606887.63754,0.963160169137008,1.09778377923688,0.717049119753629,0.814321293067211,2323847.87970994,12012289.2176012,11.0253649318661,10.7545337222538,8.17675715971151,7.44033369531145,24.6768689604375,17.5738648569378,28.1727616650498,26.0576432573576
"31","BRA","Brazil",953087213.51377,1479468704.37432,0.61349794741841,1.18537840706936,0.443411558721571,0.884880631557926,51784319.6011954,41603274.6885175,10.5541994791002,10.4150154112512,5.45410676599222,5.2720445629862,13.5382914681883,22.546729471077,24.7481367448596,29.1070591176771
"32","BRB","Barbados",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5
"33","BRN","Brunei",1505.2722622125,0,0.257744218476939,NA,0.170191446599545,NA,194.672619119251,NA,17.4918209866391,16.256515869427,NA,NA,4.74348413057298,NA,21,31.25
"34","BTN","Bhutan",171563.414336905,1484124.31656903,0.533120448166369,NA,0.378783807098823,0.190279367090172,10726.9951801065,NA,12.9946367795535,12.5901969160695,3.83222379455477,3.43381993392636,19.4465243204741,16.2313294059404,28.1986754246165,29.2200043602671
"35","BWA","Botswana",1874671.12071965,63214865.1090173,0.220102912458278,0.106817748008663,0.15347773005012,0.0735421613143553,283908.271178225,19726704.6870309,1.92425723712947,1.23668389224056,1.41818232860678,1.34168199189389,22.6481039530913,12.083532930646,12.025983676886,13.2886140350263
"36","CAF","Central African Republic",2623260.01694877,5449822.48678344,0.429207830438251,0.336837891147516,0.316839646618568,0.249525840361233,203728.810063122,539312.097402638,8.69763739403391,8.30973092237677,6.79630654445957,5.93969727430758,16.7275505776116,20.1206544436936,24.7818356566359,27.3686423539294
"37","CAN","Canada",379949666.17156,49118720.193929,NA,NA,0.202642824160927,0.140885484845562,NA,NA,4.08501670814227,3.98068323912494,1.18695935632707,1.0656217617616,25.0584820265085,19.0530986049323,26.9433082379079,27.2183448501372
"38","CCK","Cocos Islands",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,31.25
"39","CHE","Switzerland",4943205.68453875,4427367.48864616,0.609446881203029,0.551391136849038,0.338122710939745,0.293595775818792,270365.683868463,267648.328791709,10.0061833719281,9.96411000231775,3.15886169136659,2.75453823430361,25.1120341382514,22.2153035802186,26.54556462442,29.4356723314263
"40","CHL","Chile",3072431.08191403,78871234.1890703,NA,NA,0.159836425938716,0.298526126995758,NA,NA,15.2845184642363,13.0054937916178,4.96614085000237,4.56743842853309,10.7396842872185,19.063273345945,25.2643398814461,26.1995127232057
"41","CHN","China",1526134956.36726,1998704039.12716,0.458366943659912,0.342603220641649,0.287562211627336,0.212552334523176,110983494.590714,194462468.409166,7.05636046833692,6.51377962291494,1.73850351263179,1.36417591801961,24.5265778085364,18.4812022551756,23.516084715288,22.7828236142521
"42","CIV","Côte d'Ivoire",28926829.0435292,85667068.7739538,0.814932823220056,0.479261020009271,0.61308297675454,0.357047091030601,1183198.9181321,5958275.01071662,6.08211166547474,5.95313618959606,10.0328518983289,9.8229000012092,18.3788782207074,16.9696153276983,23.2694857646865,28.9207909266383
"43","CMR","Cameroon",36966571.7143289,3476960.44189883,0.600782175859161,0.38366222330871,0.446096848717225,0.283813822377235,2051024.6586163,302085.205046031,4.0743752901222,3.76556103569077,4.1757213397474,4.694955538889,21.0104070117703,22.3346480868481,22.9918670866305,29.2057153592573
"44","COD","Democratic Republic of the Congo",49808335.386947,12576375.5785737,NA,NA,0.514142971581566,0.314545359569048,NA,NA,11.5978473511019,10.4951066147307,10.0991822062664,9.58376065126647,13.9937771176824,17.423108103519,23.1274726704749,29.0662258243343
"45","COG","Republic of Congo",3625444.90673079,6986987.7703248,0.967154384821342,0.70199764889104,0.724734261869329,0.536691105371689,124952.298675683,331766.912199886,7.81130256446014,7.69776425083088,6.50614652912602,6.05820372979522,17.4673704114117,21.0756372475094,22.3707914027103,29.8431351398528
"46","COK","Cook Islands",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,31.25
"47","COL","Colombia",20868076.8284084,502819923.802707,0.957482889691197,1.3620349865238,0.729114794325324,1.05890255485717,726490.852668176,12305604.6963475,15.1744756088778,14.838481190154,11.694863548366,11.2339520117595,18.3406634322717,14.9360941457527,22.7057301213668,29.3088429099693
"48","COM","Comoros",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,31.25
"49","CPV","Cape Verde",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,23.33333333
"50","CRI","Costa Rica",1806754.84056742,2708334.70116134,0.751117574815711,1.06565896768316,0.558366892561866,0.851886507220159,80180.7378385785,84715.4916439329,18.568334438584,17.7964004545214,11.9751508413007,10.001471495746,18.0904886020869,16.8640113959858,23.5863685187007,30.2749801214802
"51","CUB","Cuba",30086280.3167258,6351282.70197977,0.901828237590163,1.01417732861555,0.65070576352224,0.750449540676838,1112047.69240469,208749.907364158,16.9072657258249,16.8170326021971,10.8339898646263,10.4606786995674,22.9166583946508,13.5780324380113,34.6797169516624,24.8375319192219
"52","CUW","Curaçao",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5
"53","CXR","Christmas Island",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,31.25
"54","CYM","Cayman Islands",210.030582517397,0,0.897201887642624,NA,0.66046106839933,NA,7.80317062823127,NA,15.7972694487378,15.8817204301075,NA,NA,26.1979166666667,NA,42,23.33333333
"55","CYP","Cyprus",685054.272977761,0,0.0891854370485606,NA,0.0547837374981253,NA,256041.156362317,NA,2.01875029922292,0.693349200882496,NA,NA,7.89963717911446,NA,9.75,23
"56","CZE","Czech Republic",45531375.516987,0,0.572225110937233,NA,0.302187607505784,NA,2652299.74746665,NA,7.30653439108311,7.30549568745584,NA,NA,28.2177765014249,NA,35.2449700653988,34.8184030408712
"57","DEU","Germany",272914764.733386,1466842.20311658,0.75379188928408,0.988948733207111,0.383341316841223,0.50406663418792,12068528.4012359,49441.127191015,8.96648915403821,8.95974802068074,2.55389567421862,2.28874335119523,26.577801136874,31.1313939570049,35.3954871538233,34.9115350324156
"58","DJI","Djibouti",0,874510.489354761,NA,0.0752856494641009,NA,0.0552348696141939,NA,387196.628476436,NA,NA,0.410793736105908,0.415962011364285,NA,4.58852703469338,4,5
"59","DMA","Dominica",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.651637475846,26.0797343377034
"60","DNK","Denmark",57932362.8490217,0,0.938026500987205,NA,0.429685473491668,NA,2058661.19944558,NA,11.0777978081407,11.1234275550485,NA,NA,24.4120544812612,NA,35.53846154,35
"61","DOM","Dominican Republic",567814.088614845,3547289.59213892,NA,1.07967485493368,0.242092021181472,0.830431882299557,NA,109517.217951597,14.0396461156968,13.0319479732695,9.32526781024204,5.35735918721188,7.95613241328959,19.3655134676299,25.0470127001187,29.1029954197384
"62","DZA","Algeria",13924791.1574487,40087729.74719,NA,0.0617391440468972,0.0506383574968218,0.0391145988465617,NA,21643605.1854662,3.03170853313306,0.664848803989236,0.0596666870699379,0.0455355019393031,8.08565414267777,11.4298006914529,5.14506228499079,7.84753765419308
"63","ECU","Ecuador",4170831.24916516,12765307.1395852,NA,NA,0.609549748160424,0.649981032327794,NA,NA,11.1782260128638,10.3633550972181,12.6002977964138,12.2601597827559,17.8948537807874,11.8907476818411,22.9330884005875,28.9306223807369
"64","EGY","Egypt",712899.386406275,319011.618575565,0.0276745337337174,NA,0.0151215844546041,0.0213749068361672,858670.758787059,NA,12.1136359326249,0.683001223840584,0.00751658198039952,0.00729082187163657,3.22934196732535,4.99447665331571,4.02400052118952,5.07513206633241
"65","ERI","Eritrea",3670283.6022277,60085093.1767624,0.419337778385785,0.304745582663373,0.30444169587691,0.220622532995144,291752.360619342,6572159.05058018,2.44693439127435,1.77322964749708,0.491760814131229,0.479394387982207,24.6927562938683,21.3135665071162,17.3692317136266,17.0202726867659
"66","ESH","Western Sahara",1346.95687035067,348155.724216051,NA,NA,0.133579562996446,0.023591192370134,NA,NA,NA,0,2.41970337406748e-05,2.38278926498344e-05,NA,4.99997580296626,4.04613547512257,5.14442409603585
"67","ESP","Spain",41909949.6829196,2839648.37404377,0.123799383804527,0.714204942814531,0.0712867049090735,0.422592035589842,11284372.1820924,132531.910838426,2.67733322553258,1.11591337187106,7.44220330109136,6.41912155113121,9.12174973553842,23.9938589375231,13.7239072637014,24.8491559525673
"68","EST","Estonia",14975850.9343192,0,0.771291584520655,NA,0.327983879393439,NA,647219.600424157,NA,12.3966289707197,12.3868034389613,NA,NA,23.1513170966035,NA,35.53846154,35
"69","ETH","Ethiopia",232137670.693427,121052012.352855,0.524256371598744,0.373504522080174,0.386114723441691,0.278709115185191,14759806.0331636,10803261.6471571,8.21635067122781,7.91003887002626,2.14930157010904,1.93543250072235,18.2556181025264,19.9063526208481,22.3993290109124,22.7431616335205
"70","FIN","Finland",1593038.72731841,0,0.679004996260035,NA,0.273739535527673,NA,78204.5658030443,NA,16.0164245006427,15.8469720289355,NA,NA,19.6897965749929,NA,35.53846154,35
"71","FJI","Fiji",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.0471860014551,28.2163386091529
"72","FLK","Falkland Islands",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.66666667,20
"73","FRA","France",387193549.117555,5096942.15654551,0.750196531175442,0.678076365383649,0.412860880052397,0.37978385736474,17204093.9952487,250558.905395152,6.95349439175988,6.90680579917298,5.03289082821131,4.00173519615367,28.0038277762939,24.8257742923433,32.0509928215309,33.2985729362722
"74","FRO","Faroe Islands",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.66666667,20
"75","FSM","Micronesia",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1945167896351,30.0457178764194
"76","GAB","Gabon",18572.7799187831,6541889.61172567,0.820617156418912,0.94886005789378,0.618150297192775,0.725999404315463,754.423252203369,229815.751272706,10.6650526064084,10.3394663739699,4.14717745993694,3.66821284358048,14.5258974901789,23.6355087287111,21.7577620938009,30.4722967987625
"77","GBR","United Kingdom",147657088.486699,79972733.1195536,0.875049725488131,NA,0.427266502903403,0.725465557881418,5624712.2948482,NA,11.8011557769099,11.7488050781413,7.95179982115451,8.11544052132678,23.5124468717528,26.5456883477087,33.9879442281531,34.0406221198109
"78","GEO","Georgia",2427190.37996941,14054061.9024715,0.355283509508049,0.609740517618817,0.212707064045624,0.364791663271899,227723.33596628,768308.348462501,7.36417653302913,7.47649941086823,3.72194199961621,3.28192142013629,23.2696073054624,27.9259909339173,31.7826115968019,30.8516912566322
"79","GGY","Guernsey",4684.1449511114,0,0.841542976114288,NA,0.446766609225991,NA,185.537957619222,NA,15.5150640313865,15.5327306733167,NA,NA,20.005730866685,NA,35.53846154,35
"80","GHA","Ghana",71888532.5539008,87481412.4404476,0.864527498202905,0.550175547161807,0.644067620701182,0.408740457730034,2771785.07733359,5300212.08029196,4.0018591862964,3.94753701338105,7.02241763221868,7.10555396148895,21.0261797125246,19.9299604760132,23.8173527869926,28.3585063513215
"81","GIB","Gibraltar",4.47942965607887,0,0.18713566684608,NA,0.114086647006598,NA,0.797893444824219,NA,3.22222222222222,2.63636363636364,NA,NA,6.52777777777778,NA,9.75,23
