BIOME_NUM,mean
1.0,11.605701235672957
2.0,35.9620108370112
3.0,11.237353874680954
4.0,27.82808824227422
5.0,13.471968682988592
7.0,19.464428475614945
8.0,23.796569327522395
10.0,23.082006035621554
12.0,7.175075827171078
13.0,2.114753521151425
