"","ISO3","NAME","Crop_TotalC_sum_MgC","Graze_TotalC_sum_MgC","Crop_FluxDensity_mean_MgC/ha","Graze_FluxDensity_mean_MgC/ha","CropArea_sum_ha","GrazeArea_sum_ha","Crop_ForestCover_mean_percent","Graze_ForestCover_mean_percent","Crop_Delta_mean_percent","Graze_Delta_mean_percent","Crop_ExpertRecs_mean_percent","Graze_ExpertRecs_mean_percent"
"145","MNP","Northern Mariana Islands",0,0,NA,NA,0,0,NA,NA,NA,NA,42,23.33333333
"146","MOZ","Mozambique",58776833.5140539,194937617.007773,0.534120299056354,0.371567161615346,3668139.53198038,17487876.3200623,9.16079029215778,9.17802274188193,15.651371138984,18.5744669998691,24.3802222149059,27.769935694366
"147","MRT","Mauritania",483436.258046129,73860165.0403974,0.317103233726325,0.260089543874574,50817.9678444357,9465991.84523104,1.16105280106866,0.218168355139272,24.0611694189325,26.586120268379,13.5609335331562,14.8737913085346
"148","MSR","Montserrat",0,0,NA,NA,0,0,NA,NA,NA,NA,27.5927448498032,22.1287100093997
"149","MTQ","Martinique",0,0,NA,NA,0,0,NA,NA,NA,NA,18.6867875889869,24.5783927184455
"150","MUS","Mauritius",0,0,NA,NA,0,0,NA,NA,NA,NA,21,31.25
"151","MWI","Malawi",42864135.851648,4562603.10455465,0.64401892275927,0.329563648536943,2218575.38326144,461479.20387152,4.62071171723078,10.554725696636,20.6691890322512,16.1592814739078,25.3246166575389,26.6238992835872
"152","MYS","Malaysia",2341157.39905453,302610.947781239,0.343282968827686,1.69927434854777,227330.182545865,5936.08183477173,16.0084175123342,13.8951056587976,6.00554411030101,17.3548943412024,21.0123690232915,31.2291272732072
"153","MYT","Mayotte",4.09474301643848,0,0.312929183340945,NA,0.436173553466797,0,15.0769230769231,NA,10.4,NA,21,31.25
"154","NAM","Namibia",5612142.60759502,114512293.777229,0.322749032139322,0.109574038770207,579618.841962673,34835591.5514435,1.39551740645649,0.492552711374476,22.8195324799155,10.2816140218504,11.9305608378201,13.1900687208602
"155","NCL","New Caledonia",0,0,NA,NA,0,0,NA,NA,NA,NA,25.7469312465384,29.4604822674375
"156","NER","Niger",71808593.3049727,126755098.193209,0.300137518476335,0.239328703795795,7975076.85471569,17654254.8919612,1.10138947793568,0.0700764647576372,24.1208327420858,25.8194268428199,15.6241267421314,17.0044973848745
"157","NFK","Norfolk Island",0,0,NA,NA,0,0,NA,NA,NA,NA,21,31.25
"158","NGA","Nigeria",654651370.313686,96851667.4622407,0.693795684106875,0.546361312330404,31452649.3082479,5908890.03768939,2.19805027076539,3.50522299721952,23.018049113919,23.3375830050858,24.659867068523,27.4275704205208
"159","NIC","Nicaragua",3820470.04715983,11562529.9854343,0.760245064118611,0.903180878001921,167510.461537342,426733.64280452,17.443944024531,12.3504791225659,23.3457706378309,14.3781097887272,25.7217758568841,28.8720220572033
"160","NIU","Niue",0,0,NA,NA,0,0,NA,NA,NA,NA,21,31.25
"161","NLD","Netherlands",19529058.3735034,2563212.77373449,0.73773716875039,1.11848868578653,882385.543286035,76389.1730662138,13.9274087467066,4.39165825864453,21.5795969908193,30.621265335992,35.53846154,35
"162","NOR","Norway",1011185.85339733,53750.5942690226,0.432385991924925,0.602594196584681,77953.9479602216,2973.28863402405,15.842095127734,4.36816768329147,15.8606291150605,21.9092265007637,24.7878932187177,28.3481184846669
"163","NPL","Nepal",21618459.832393,1188087.82361712,0.413214862268318,0.74181071239277,1743924.02971824,53386.8368200854,9.27238922421893,8.23535321197152,15.6435741515989,20.9144180022369,24.783685556184,27.4668931410106
"164","NZL","New Zealand",6354373.95843062,71621762.1631338,0.425423750122802,0.617687459866587,497885.849626119,3865048.63255619,12.9560252499043,7.47559238300919,15.9759522817808,14.6512313074388,32.6305116101846,29.4607870970435
"165","OMN","Oman",61074.6554912816,705514.169882197,0.0673509428837533,0.0611199972901494,30227.0727408105,384769.961366857,3.78261675315048,0.0137411677848034,1.95142541704796,5.52815837675586,7.84929335194428,7.57549204700028
"166","PAK","Pakistan",10189065.3615485,2243467.3684451,0.0421062757795053,0.0795360569137028,8066149.42224195,940230.739574831,4.81216148299108,0.348952010013361,3.38412018137064,6.5460338242187,7.96805239620321,8.14018315193793
"167","PAN","Panama",2448057.58479063,299888.852762311,1.03947987557982,1.25669280931425,78502.6448419732,7954.44600143114,13.7798026303672,15.9749550509182,22.2563778526577,15.223013432898,22.5000343455437,30.6845108615411
"168","PCN","Pitcairn Islands",0,0,NA,NA,0,0,NA,NA,NA,NA,21,31.25
"169","PER","Peru",9211662.89249074,140993301.647595,0.458398680177939,0.509471861874211,669843.616544663,9224801.35467598,5.36546275430428,2.49784313483236,17.1405719571458,16.9541877078397,20.1172860769972,25.6832624865326
"170","PHL","Philippines",17676762.4382333,0,0.299673749537251,NA,1966222.98588931,0,16.5656815646879,NA,5.80813837733331,NA,20.9654033752803,31.1770999693498
"171","PLW","Palau",0,0,NA,NA,0,0,5,NA,NA,NA,21,31.25
"172","PNG","Papua New Guinea",253992.588833975,0,0.419104285125103,NA,20201.2242019237,0,13.4232012610902,NA,7.97022046113457,NA,21.2548337840338,30.9325160858018
"173","POL","Poland",239114516.162481,7556.18393803196,0.669402900311815,0.704768813169595,11906855.8985478,357.383574908256,5.9739351794397,1.91368180218998,29.3476692196537,29.2615286386283,34.6124306586558,34.4270212030011
"174","PRI","Puerto Rico",52569.3910074564,0,0.836965152019859,NA,2093.65112675599,0,13.2614268841608,NA,22.7326102063511,NA,23.9364137819429,30.1430186135031
"175","PRK","North Korea",37004908.7177218,0,0.655714179180125,NA,1881150.3493789,0,6.27489688539619,NA,29.3180868792667,NA,35.53846154,35
"176","PRT","Portugal",3192212.45112681,45001.4624490109,0.174741483563985,0.365096198290148,608940.015467273,4108.63973748707,4.84692071749499,3.08371314976016,7.82840198196868,19.9217071275928,14.8553642954878,25.375650499769
"177","PRY","Paraguay",25964820.5453582,111634197.609575,0.311547405171829,0.61918765077856,2778049.19511769,6009712.75128021,12.7211742457621,10.0668441186054,8.87414582600499,17.32403875837,24.2970269941032,27.8662091389541
"178","PSE","Palestina",196909.672869152,0,0.0870818317787558,NA,75373.4232300141,0,1.24462560253097,NA,8.0879473142788,NA,8.67537671736669,19.6359618978436
"179","PYF","French Polynesia",0,0,NA,NA,0,0,NA,NA,NA,NA,21,31.25
"180","QAT","Qatar",7189.54985797676,37680.1435617473,0.0360311551841016,0.0452515938444999,6651.23448604564,27756.034178766,NA,0,NA,5,4,5
"181","REU","Reunion",0,0,NA,NA,0,0,NA,NA,NA,NA,21,31.25
"182","ROU","Romania",98028596.4670332,3929361.92580456,0.434287259366283,0.500361648581873,7524097.95995992,261768.125577515,5.46293464678501,4.59532602405231,28.2546510491635,25.4220901100841,31.1367330722003,31.2472703929627
"183","RUS","Russia",1108524419.11482,104060451.090332,0.459653276902728,0.238430479550314,80388448.918452,14547979.3923708,6.19395063883625,2.58086409637977,24.644070976541,13.1548602059903,29.7095306261642,27.0207297979333
"184","RWA","Rwanda",16216364.0152701,3161560.8010668,0.618352086736085,0.58600777016856,874171.008347187,179836.11378608,9.5875849974568,6.60757118964556,13.026903707076,21.0762090903621,22.897287434245,29.2875814301735
"185","SAU","Saudi Arabia",1019282.56144138,598929.494610298,0.026173522550496,0.0275379143776272,1298109.00752201,724975.617733406,1.31829187603285,5.5009775907617e-06,3.06965609666816,4.99999449902241,4.13879651592255,5.15265326929584
"186","SDN","Sudan",194343843.654991,844162228.310342,0.340227320086679,0.363873506733621,19040587.6876161,77331106.6152378,3.39382259935509,1.08083938230125,21.7623875863634,24.9149374670883,18.8409406901515,20.3102653260412
"187","SEN","Senegal",48253279.3909293,27288232.9897865,0.472249882137872,0.37292718313896,3405914.34154076,2439102.87973639,1.35408781812747,2.33926090471967,23.8687997965971,24.57183942499,25.22222222,26.91666667
"188","SGP","Singapore",2732.41472919975,0,0.726619652409929,NA,125.348235037746,0,9.12171323730082,NA,12.1090178630096,NA,21,31.25
"189","SHN","Saint Helena",0,0,NA,NA,0,0,NA,NA,NA,NA,26.0493673097113,24.5762220452906
"190","SLB","Solomon Islands",0,0,NA,NA,0,0,NA,NA,NA,NA,21,31.25
"191","SLE","Sierra Leone",307360.306792904,657111.839209032,0.529300406606649,0.597971866270232,19356.3870948947,36630.0309582387,10.8369164374025,12.9248686980585,11.0696865615258,16.235377162416,22.2053971529519,30.0128818698346
"192","SLV","El Salvador",934755.622482804,578856.204507861,0.697320252369771,0.783764614348862,44683.2293247439,24618.624601927,20.7977973704171,12.9135268749838,19.4851819289761,13.7770717131795,28.9807785436686,26.3876681159998
"193","SMR","San Marino",3031.14508842615,0,0.0844811964108278,NA,1195.98412317531,0,6.17897346022049,NA,4.1172633810758,NA,9.75,23
"194","SOM","Somalia",13279090.2813511,397524864.552131,0.381853300655431,0.353288111355719,1159179.04062094,37507146.129416,2.451373614032,1.08718116816148,20.5930750921903,23.0090217045829,21.7599795872051,24.2621743747022
"195","SRB","Serbia",37950084.0878041,402487.864267624,0.481414206168492,0.553219179539906,2627680.66816055,24251.2599679064,5.51755545767911,5.24417241012342,30.0209060822269,29.7558275898766,35.53846154,35
"196","STP","São Tomé and Príncipe",0,0,NA,NA,0,0,NA,NA,NA,NA,21,31.25
"197","SUR","Suriname",260165.194212282,0,0.370399621519048,NA,23413.0183633663,0,14.8091499844466,NA,7.67960413625692,NA,21.0162018992138,31.2333717350227
"198","SVK","Slovakia",19871251.0191955,84075.9898410654,0.495911260795449,0.515175195856674,1335672.5009848,5439.96104090746,5.7225133987667,4.65381396625051,28.746126391215,23.034302373441,29.82045040591,31.4619979677659
"199","SVN","Slovenia",2138848.10367372,232341.282603621,0.521019033007895,0.759770270187947,136837.490134537,10193.4883793293,10.4857188618312,4.23150980045912,24.1032365383998,29.4523863676455,30.6957812049134,32.2839508530858
"200","SWE","Sweden",33320500.9840581,35529.1416357974,0.714201404339374,0.786517468836244,1555140.2718994,1505.75768259233,14.0928265424232,8.48103884280298,22.0161027943416,27.5192179897224,35.53846154,35
"201","SWZ","Swaziland",1155757.40958912,4614134.57935466,0.37393059248539,0.352377311558917,103027.801844828,436476.69964351,9.85828233848706,5.08456675974626,14.4043312330976,20.5091958723111,25.05023739021,26.052110108064
"202","SXM","Sint Maarten",0.610713332679748,0,0.0398679814455352,NA,0.510613037109375,0,NA,NA,NA,NA,4,5
"203","SYC","Seychelles",0,0,NA,NA,0,0,NA,NA,NA,NA,17.7810348662345,26.2795391316856
"204","SYR","Syria",14822671.8522726,8153379.04968055,0.108296580281855,0.0678656893558546,4562369.93316403,4004664.27491718,2.10456573012531,0.0115953453723273,12.5467326771292,13.421971843023,15.9687447743223,16.4841694897023
"205","TCA","Turks and Caicos Islands",0,0,NA,NA,0,0,NA,NA,NA,NA,19.6,28.3
"206","TCD","Chad",84861978.8499756,352826755.260645,0.489657987918368,0.30441881640005,5776955.95319096,38633918.8263776,3.54357811835205,2.11971609570526,21.6773227001996,23.0014759310774,17.9798007776712,19.4372549955482
"207","TGO","Togo",29530240.9753606,2312221.53824231,0.885751766582349,0.634430275677178,1111306.12772403,121485.455895806,4.09005663873719,7.10731351774468,21.1065847302694,19.8093531522055,24.7580826457807,27.393020443895
"208","THA","Thailand",605417694.257331,0,1.25300778433473,NA,16105717.8262402,0,5.72355554637956,NA,30.9255218381304,NA,30.5102123807905,27.6648008865116
"209","TJK","Tajikistan",9429072.11319295,9821415.61991457,0.286624925394195,0.213088432672428,1096563.40369156,1536359.88851205,2.45645327169092,0.365414419123416,23.8075680861014,18.0081285122245,26.9775141685278,19.5632132031053
"210","TKM","Turkmenistan",3049291.79368599,32529216.1199303,0.0416306207716583,0.0452812438872891,2441545.61967835,23946056.0468846,1.97912458881723,0.000858766170662215,4.44737518225352,6.54483796166086,5.8653554525332,6.18226754015871
"211","TLS","Timor-Leste",1653361.42266781,283240.478949055,1.20466846622605,0.868494672934373,45748.7258672204,10870.9351853621,12.1104807412655,11.3353311564335,29.8032943163699,12.0327558892121,42,23.33333333
"212","TON","Tonga",0,0,NA,NA,0,0,NA,NA,NA,NA,21,31.25
"213","TTO","Trinidad and Tobago",68170.1654176645,0,0.85925046901836,NA,2644.55933303299,0,14.898341312322,NA,19.5937817215306,NA,22.0724964909532,30.8456858464942
"214","TUN","Tunisia",5319770.58203186,2453475.71040892,0.0921883086665374,0.064879720138357,1923515.99278331,1260525.22276445,1.70137167357949,0.0336077590020918,9.73058828871052,12.0087336595943,7.48517356553532,15.3618059148661
"215","TUR","Turkey",160504910.502862,40706873.2660308,0.294728305424727,0.367290836626496,18152866.8436468,3694336.04169714,2.52224364328629,0.954707241561818,21.0790407237718,27.8355125935896,23.6537897118671,27.6143520635561
"216","TUV","Tuvalu",0,0,NA,NA,0,0,NA,NA,NA,NA,21,31.25
"217","TWN","Taiwan",3562918.96614,148644.249077405,0.38798071884164,1.15429660243551,306107.906322209,4292.49145507812,11.2390324804419,10.1320565861471,10.0739253442182,21.1179434138529,21,31.25
"218","TZA","Tanzania",282194226.753034,181701034.023971,0.631701327087401,0.488243210022094,14890698.8504707,12405090.3521183,4.79075976344749,6.36058628148654,20.4496993474222,20.5558704541635,24.8563912892824,27.1965051024611
"219","UGA","Uganda",70621313.0388041,17340520.6430195,0.449405684864608,0.426208555547775,5238126.36831538,1356184.30752624,13.4480224243515,10.1501891768598,11.7905601575344,16.8864977314923,24.595447056141,27.5471313705961
"220","UKR","Ukraine",404033524.189177,59472.9855999113,0.412737831501646,0.490750062577434,32630360.2716523,4039.59775963874,6.81919156489558,2.31742545618027,24.417934718801,23.4822230615434,31.5646937235064,28.5636083746856
"221","UMI","United States Minor Outlying Islands",0,0,NA,NA,0,0,NA,NA,NA,NA,22.5959614309414,29.6120395844322
"222","URY","Uruguay",29482027.6623132,76930928.0797313,0.368527446546838,0.636117523681274,2666651.46549821,4031274.36968589,8.89395795025386,5.62922696067611,16.330098805297,21.2866885873862,25.2253838166347,26.9075479999437
"223","USA","United States",1529670786.99269,517036656.043662,0.349121984907044,0.0960773641747429,146049313.527665,179382056.840253,4.65413039589166,1.12219801245327,24.3804656013071,11.9461024974772,23.9072229942786,21.9634036382583
"224","UZB","Uzbekistan",25679394.1496705,44063453.541067,0.165735602629954,0.0839683377726379,5164731.001704,17492090.7530559,2.99726858613719,0.0817704794225077,17.9524480453004,9.01250220347285,9.91870895237444,8.75129440583979
"225","VAT","Vatican City",0,0,NA,NA,0,0,NA,NA,NA,NA,9.75,23
"226","VCT","Saint Vincent and the Grenadines",0,0,NA,NA,0,0,NA,NA,NA,NA,21.24075988403,26.2540768337584
"227","VEN","Venezuela",11009605.3864155,211779367.124376,0.679904083825852,1.07347515486097,539762.673800689,6576130.06273396,11.9915155361944,9.47275439408933,16.0134791379894,14.3673112545321,22.5065203519981,26.5204500477521
"228","VGB","British Virgin Islands",0,0,NA,NA,0,0,10,NA,NA,NA,6.69917711390333,9.16784701411547
"229","VIR","Virgin Islands, U.S.",19.3923454279647,0,0.063710248301341,NA,10.1461151306152,0,11.7671346946985,NA,1.875,NA,9.76832588643492,13.9069737952304
"230","VNM","Vietnam",84334297.1136801,66918.7266439405,0.755002826017302,1.27971373835036,3723354.58921613,1743.06499541071,13.910864195965,8.78394035564959,16.4076356699757,22.4653504118033,27.0680442400061,28.9624436386332
"231","VUT","Vanuatu",82.7663854093373,0,0.363594095283209,NA,7.58780065307617,0,17.8220858895706,NA,8,NA,21,31.25
"232","WLF","Wallis and Futuna",0,0,NA,NA,0,0,NA,NA,NA,NA,21,31.25
"233","WSM","Samoa",0,0,NA,NA,0,0,NA,NA,NA,NA,21,31.25
"234","YEM","Yemen",1343536.01074889,38544573.6884207,0.0754354681669024,0.0861840232390482,593680.065623016,14907857.3343421,2.36594082515265,0.239532715336873,6.65323108402434,7.55036973190669,5.41601866539933,6.46235435508503
"235","ZAF","South Africa",55701055.313879,218827200.994501,0.24836779384266,0.116120003014124,7475614.35027351,62816395.4858215,3.43395043653237,1.99905118231292,19.8435327226327,10.6514491699073,14.7548861455417,15.7483184998523
"236","ZMB","Zambia",56148747.9603409,113298411.827246,0.470235348663099,0.288717663291686,3980187.65992918,13080646.6238244,6.09792906328922,11.5936751142379,19.234340678055,14.8821707989328,25.8023040032872,26.7917365309949
"237","ZWE","Zimbabwe",81234423.4825362,102494410.269863,0.46512321716105,0.281614101521442,5821713.50768532,12131780.063111,2.62420717137602,6.86628941976374,22.6343247937351,19.8340192913145,25.212009336888,26.748866983099
