BIOME_NUM,stdDev
1.0,0.15134238077349527
2.0,0.29965441727771813
3.0,0.08497819143657499
4.0,0.07887649600412333
5.0,0.043776403733902194
7.0,0.18437211344545373
8.0,0.04942830692061603
10.0,0.14372278121835072
12.0,0.0187435389382947
13.0,0.011307769739854444
