BIOME_NUM,mean
1.0,24.320732754516857
2.0,17.356631621116946
3.0,22.84365178781515
4.0,32.447760735785714
5.0,22.457004800704382
7.0,22.996170657762217
8.0,18.36679335526632
10.0,18.335325858643472
12.0,21.017985178559318
13.0,4.4682365345428146
