BIOME_NUM,mean
1.0,5.702391945586412
2.0,5.020196673403567
3.0,4.686233130927761
4.0,2.0016123823557934
5.0,2.2830553786449
7.0,3.4465109377013943
8.0,1.602864628615431
10.0,1.5466602161192748
12.0,1.8029234930445766
13.0,0.4984014366170905
