BIOME_NUM,mean
1.0,9.9701791847023
2.0,6.033907400989417
3.0,9.227583691742453
4.0,7.710344833527001
5.0,6.603241130041827
7.0,5.7748844376430295
8.0,3.870646424384494
10.0,4.582930780964305
12.0,3.3091842848331754
13.0,4.370593944866217
