BIOME_NAME,BIOME_NUM,mean
,1.0,9.305559287452557
,2.0,5.943388803075967
,3.0,8.331744273553863
,4.0,7.433656550794493
,5.0,5.88063829575232
,7.0,4.853041242629362
,8.0,3.443698204218349
,10.0,4.034040974323113
,12.0,1.767492850856371
,13.0,1.2545666137757192
